Name,Email,Year,Gender,Ethnicity,Major,Courses
Shawn Neff,shawnneff@stanford.edu,2020,male,Black or African American,Materials Science and Engineering,"['MATSCI 100', 'MATSCI 142', 'MATSCI 152', 'MATSCI 199', 'MATSCI 230', 'MATSCI 301', 'MATSCI 343', 'MATSCI 380']"
Shannon Granada,shannongranada@stanford.edu,2018,female,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 146', 'CS 275', 'CS 379', 'CS 379C', 'CS 106B', 'CS 107']"
Marie Hill,mariehill@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Bioengineering,"['BIOE 220', 'BIOE 224', 'BIOE 242', 'BIOE 248', 'BIOE 261', 'BIOE 334', 'BIOE 361', 'BIOE 390']"
Mary Robertson,maryrobertson@stanford.edu,2018,female,American Indian or Alaskan Native,Civil and Environmental Engineering,"['CEE 223A', 'CEE 263G', 'CEE 271B', 'CEE 279W', 'CEE 285B', 'CEE 293', 'CEE 364F', 'CEE 370A']"
Luther Bishop,lutherbishop@stanford.edu,2019,male,Other,Aeronautics and Astronautics,"['AA 119N', 'AA 210A', 'AA 222', 'AA 241B', 'AA 250', 'AA 257', 'AA 297', 'AA 801']"
Judy Kelash,judykelash@stanford.edu,2021,female,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 377U', 'CS 390S', 'CS 106B', 'CS 107']"
Carlos Westman,carloswestman@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Materials Science and Engineering,"['MATSCI 100', 'MATSCI 158', 'MATSCI 195', 'MATSCI 210', 'MATSCI 251', 'MATSCI 303', 'MATSCI 322', 'MATSCI 353']"
Laura Mckeown,lauramckeown@stanford.edu,2019,female,White,Aeronautics and Astronautics,"['AA 100', 'AA 119N', 'AA 200', 'AA 251', 'AA 279D', 'AA 283', 'AA 284A', 'AA 284C']"
Ina Blodgett,inablodgett@stanford.edu,2019,female,Other,Civil and Environmental Engineering,"['CEE 175Q', 'CEE 176B', 'CEE 204', 'CEE 209B', 'CEE 262F', 'CEE 262I', 'CEE 273C', 'CEE 287']"
Raul Rayborn,raulrayborn@stanford.edu,2020,male,Black or African American,Chemical Engineering,"['CHEMENG 110', 'CHEMENG 240', 'CHEMENG 25B', 'CHEMENG 300', 'CHEMENG 466', 'CHEMENG 507', 'CHEMENG 520', 'CHEMENG 80Q']"
Kevin Wang,kevinwang@stanford.edu,2018,male,Other,Electrical Engineering,"['EE 180', 'EE 254', 'EE 264', 'EE 376D', 'EE 384C', 'EE 392B', 'EE 60N', 'EE 802']"
Sheena Ramirez,sheenaramirez@stanford.edu,2021,female,Other,Chemical Engineering,"['CHEMENG 10', 'CHEMENG 160', 'CHEMENG 242', 'CHEMENG 296', 'CHEMENG 432', 'CHEMENG 484', 'CHEMENG 517', 'CHEMENG 523']"
Matthew Miller,matthewmiller@stanford.edu,2018,male,American Indian or Alaskan Native,Management Science and Engineering,"['MS&E 183', 'MS&E 212', 'MS&E 240', 'MS&E 250B', 'MS&E 298', 'MS&E 374', 'MS&E 389', 'MS&E 441']"
Janet Anderson,janetanderson@stanford.edu,2019,female,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 268', 'CS 448H', 'CS 106B', 'CS 107']"
Megan Amundson,meganamundson@stanford.edu,2021,female,Asian,Chemical Engineering,"['CHEMENG 242', 'CHEMENG 31N', 'CHEMENG 442', 'CHEMENG 454', 'CHEMENG 501', 'CHEMENG 505', 'CHEMENG 515', 'CHEMENG 70Q']"
Carol Barrette,carolbarrette@stanford.edu,2019,female,White,Mechanical Engineering,"['ME 19', 'ME 264', 'ME 290', 'ME 299B', 'ME 303', 'ME 311', 'ME 350A', 'ME 52SI']"
Billy Stroud,billystroud@stanford.edu,2019,female,American Indian or Alaskan Native,Materials Science and Engineering,"['MATSCI 150', 'MATSCI 171', 'MATSCI 199', 'MATSCI 203', 'MATSCI 230', 'MATSCI 256', 'MATSCI 300', 'MATSCI 321']"
Alice Grant,alicegrant@stanford.edu,2020,female,American Indian or Alaskan Native,Civil and Environmental Engineering,"['CEE 176C', 'CEE 207R', 'CEE 263G', 'CEE 282', 'CEE 33A', 'CEE 362A', 'CEE 70Q', 'CEE 801']"
Brian Sims,briansims@stanford.edu,2021,male,Black or African American,Civil and Environmental Engineering,"['CEE 226E', 'CEE 259A', 'CEE 263B', 'CEE 273', 'CEE 275P', 'CEE 278A', 'CEE 32B', 'CEE 363G']"
Raymond Cahn,raymondcahn@stanford.edu,2020,male,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 248', 'CS 50', 'CS 106B', 'CS 107']"
Melvin Posey,melvinposey@stanford.edu,2021,male,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 247', 'CS 369', 'CS 390D', 'CS 107']"
Jeffrey Wheeler,jeffreywheeler@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 161', 'CS 170', 'CS 1U', 'CS 431', 'CS 106B', 'CS 107']"
Lisa Terrell,lisaterrell@stanford.edu,2019,female,White,Aeronautics and Astronautics,"['AA 199', 'AA 229', 'AA 240B', 'AA 241A', 'AA 242A', 'AA 244B', 'AA 271A', 'AA 47SI']"
Amy Gaston,amygaston@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 194H', 'CS 263', 'CS 359C', 'CS 399']"
Shannon Lopez,shannonlopez@stanford.edu,2019,female,Asian,Mechanical Engineering,"['ME 216C', 'ME 216M', 'ME 222', 'ME 289B', 'ME 290', 'ME 308', 'ME 470', 'ME 495B']"
Lashawnda Reinschmidt,lashawndareinschmidt@stanford.edu,2020,female,Other,Chemical Engineering,"['CHEMENG 110', 'CHEMENG 355', 'CHEMENG 454', 'CHEMENG 469', 'CHEMENG 503', 'CHEMENG 519', 'CHEMENG 523', 'CHEMENG 600']"
Maryann Flint,maryannflint@stanford.edu,2021,female,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 107', 'CS 210A', 'CS 227B', 'CS 264', 'CS 106B', 'CS 107']"
Kimberly Dabbs,kimberlydabbs@stanford.edu,2020,female,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 124', 'CS 329', 'CS 390V', 'CS 106B', 'CS 107']"
Arthur Thomas,arthurthomas@stanford.edu,2020,male,Black or African American,Management Science and Engineering,"['MS&E 208A', 'MS&E 208E', 'MS&E 321', 'MS&E 351', 'MS&E 384', 'MS&E 447', 'MS&E 472', 'MS&E 475A']"
Douglas Hubbard,douglashubbard@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Mechanical Engineering,"['ME 110', 'ME 131B', 'ME 216C', 'ME 218D', 'ME 240', 'ME 392', 'ME 469', 'ME 469B']"
Viola Loud,violaloud@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 109', 'CS 358', 'CS 373', 'CS 547', 'CS 106B']"
Casey Shellhamer,caseyshellhamer@stanford.edu,2018,female,Other,Management Science and Engineering,"['MS&E 177', 'MS&E 238A', 'MS&E 251', 'MS&E 310', 'MS&E 318', 'MS&E 325', 'MS&E 336', 'MS&E 448']"
Bob Johnson,bobjohnson@stanford.edu,2019,male,American Indian or Alaskan Native,Chemical Engineering,"['CHEMENG 120A', 'CHEMENG 160', 'CHEMENG 174', 'CHEMENG 185A', 'CHEMENG 242', 'CHEMENG 410', 'CHEMENG 420', 'CHEMENG 503']"
Hannah Ward,hannahward@stanford.edu,2021,female,Asian,Civil and Environmental Engineering,"['CEE 122A', 'CEE 124', 'CEE 146S', 'CEE 204', 'CEE 263A', 'CEE 364F', 'CEE 365D', 'CEE 7']"
Karla Williams,karlawilliams@stanford.edu,2020,female,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 294W', 'CS 315A', 'CS 348C', 'CS 106B', 'CS 107']"
Tammi Numbers,tamminumbers@stanford.edu,2021,female,Asian,Electrical Engineering,"['EE 103', 'EE 203', 'EE 267', 'EE 290E', 'EE 309', 'EE 364A', 'EE 376A', 'EE 378A']"
Dennis Pentz,dennispentz@stanford.edu,2019,male,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 229', 'CS 269I', 'CS 326', 'CS 345S', 'CS 106B']"
Celeste Gray,celestegray@stanford.edu,2018,female,Black or African American,Chemical Engineering,"['CHEMENG 12SC', 'CHEMENG 190', 'CHEMENG 242', 'CHEMENG 450', 'CHEMENG 459', 'CHEMENG 462', 'CHEMENG 80Q', 'CHEMENG 90Q']"
Robert Stollsteimer,robertstollsteimer@stanford.edu,2021,male,White,Materials Science and Engineering,"['MATSCI 164', 'MATSCI 172', 'MATSCI 196', 'MATSCI 204', 'MATSCI 300', 'MATSCI 347', 'MATSCI 381', 'MATSCI 83N']"
Lorraine Schwartz,lorraineschwartz@stanford.edu,2018,female,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 20', 'CS 208E', 'CS 106B', 'CS 107']"
Karen Estes,karenestes@stanford.edu,2019,female,White,Materials Science and Engineering,"['MATSCI 143', 'MATSCI 151', 'MATSCI 159Q', 'MATSCI 161', 'MATSCI 230', 'MATSCI 302', 'MATSCI 326', 'MATSCI 347']"
Richard Smith,richardsmith@stanford.edu,2018,male,Other,Management Science and Engineering,"['MS&E 140', 'MS&E 233', 'MS&E 252', 'MS&E 298', 'MS&E 336', 'MS&E 391', 'MS&E 408', 'MS&E 475A']"
Jacob Adams,jacobadams@stanford.edu,2018,male,Other,Aeronautics and Astronautics,"['AA 118N', 'AA 199', 'AA 210A', 'AA 214A', 'AA 214C', 'AA 222', 'AA 271A', 'AA 279B']"
Trevor Dugan,trevordugan@stanford.edu,2019,male,Other,Materials Science and Engineering,"['MATSCI 156', 'MATSCI 163', 'MATSCI 165', 'MATSCI 199', 'MATSCI 200', 'MATSCI 230', 'MATSCI 346', 'MATSCI 400']"
Donald Eagleton,donaldeagleton@stanford.edu,2020,male,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 124', 'CS 149', 'CS 168', 'CS 106B', 'CS 107']"
Linda Golightly,lindagolightly@stanford.edu,2020,female,Black or African American,Civil and Environmental Engineering,"['CEE 169', 'CEE 205B', 'CEE 207S', 'CEE 217', 'CEE 223', 'CEE 273', 'CEE 370A', 'CEE 73']"
Judith Williams,judithwilliams@stanford.edu,2020,female,White,Mechanical Engineering,"['ME 115C', 'ME 161', 'ME 170B', 'ME 209', 'ME 226', 'ME 352A', 'ME 370A', 'ME 451C']"
Robert Ortega,robertortega@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Materials Science and Engineering,"['MATSCI 150', 'MATSCI 164', 'MATSCI 190', 'MATSCI 203', 'MATSCI 208', 'MATSCI 300', 'MATSCI 321', 'MATSCI 346']"
Curtis Mullins,curtismullins@stanford.edu,2019,male,Black or African American,Mechanical Engineering,"['ME 115A', 'ME 211', 'ME 216A', 'ME 22N', 'ME 243', 'ME 302A', 'ME 372', 'ME 405']"
Kip Labbie,kiplabbie@stanford.edu,2020,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 181W', 'CS 183E', 'CS 340', 'CS 9']"
Stella Klein,stellaklein@stanford.edu,2019,female,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 161', 'CS 269O', 'CS 349D', 'CS 361', 'CS 476A', 'CS 106B']"
Jennifer Delnero,jenniferdelnero@stanford.edu,2020,female,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 145', 'CS 161', 'CS 246H', 'CS 257', 'CS 107']"
Kimberly Walker,kimberlywalker@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Management Science and Engineering,"['MS&E 178', 'MS&E 223', 'MS&E 241', 'MS&E 275', 'MS&E 282', 'MS&E 335', 'MS&E 403', 'MS&E 472']"
Heather Huggins,heatherhuggins@stanford.edu,2018,female,Other,Chemical Engineering,"['CHEMENG 100', 'CHEMENG 170', 'CHEMENG 240', 'CHEMENG 281', 'CHEMENG 310', 'CHEMENG 466', 'CHEMENG 520', 'CHEMENG 70Q']"
Juan Bernal,juanbernal@stanford.edu,2021,male,Asian,Electrical Engineering,"['EE 254', 'EE 284', 'EE 292T', 'EE 303', 'EE 310', 'EE 364B', 'EE 376D', 'EE 391']"
Elijah Brooks,elijahbrooks@stanford.edu,2018,male,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 390D', 'CS 448I', 'CS 106B', 'CS 107']"
Yolanda Walker,yolandawalker@stanford.edu,2021,female,White,Aeronautics and Astronautics,"['AA 115N', 'AA 120Q', 'AA 218', 'AA 236C', 'AA 260', 'AA 279B', 'AA 280', 'AA 295']"
Gustavo Thomas,gustavothomas@stanford.edu,2018,male,Native Hawaiian or Pacific Islander,Civil and Environmental Engineering,"['CEE 162F', 'CEE 32D', 'CEE 32U', 'CEE 365B', 'CEE 374B', 'CEE 374S', 'CEE 374T', 'CEE 377']"
Nelson Piermont,nelsonpiermont@stanford.edu,2021,male,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 229T', 'CS 348A', 'CS 106B', 'CS 107']"
Brenda Schulze,brendaschulze@stanford.edu,2018,female,Asian,Materials Science and Engineering,"['MATSCI 152', 'MATSCI 164', 'MATSCI 172', 'MATSCI 198', 'MATSCI 207', 'MATSCI 256', 'MATSCI 321', 'MATSCI 346']"
John Olson,johnolson@stanford.edu,2019,male,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 242', 'CS 269I', 'CS 349', 'CS 106B']"
Shannon Bacon,shannonbacon@stanford.edu,2021,female,Black or African American,Civil and Environmental Engineering,"['CEE 124Z', 'CEE 165C', 'CEE 242T', 'CEE 263S', 'CEE 265D', 'CEE 290', 'CEE 297M', 'CEE 362A']"
Van Parr,vanparr@stanford.edu,2020,female,American Indian or Alaskan Native,Electrical Engineering,"['EE 264', 'EE 285', 'EE 292I', 'EE 348', 'EE 378A', 'EE 391', 'EE 402T', 'EE 802']"
Thomas Spiller,thomasspiller@stanford.edu,2021,male,White,Aeronautics and Astronautics,"['AA 206', 'AA 236A', 'AA 241X', 'AA 250', 'AA 271A', 'AA 272C', 'AA 279C', 'AA 295']"
Juana Santora,juanasantora@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 183F', 'CS 263', 'CS 106B', 'CS 107']"
Julia Barnett,juliabarnett@stanford.edu,2020,female,White,Management Science and Engineering,"['MS&E 140', 'MS&E 149', 'MS&E 208B', 'MS&E 231', 'MS&E 250A', 'MS&E 313', 'MS&E 352', 'MS&E 802']"
Sean Yeager,seanyeager@stanford.edu,2018,male,Black or African American,Bioengineering,"['BIOE 213', 'BIOE 221', 'BIOE 231', 'BIOE 279', 'BIOE 283', 'BIOE 300A', 'BIOE 331', 'BIOE 450']"
Annie Keown,anniekeown@stanford.edu,2019,female,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 268', 'CS 334A', 'CS 106B', 'CS 107']"
Evan Romero,evanromero@stanford.edu,2018,male,American Indian or Alaskan Native,Aeronautics and Astronautics,"['AA 108N', 'AA 210B', 'AA 241B', 'AA 252', 'AA 274', 'AA 277', 'AA 284A', 'AA 294']"
George Wilkins,georgewilkins@stanford.edu,2019,male,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 239', 'CS 241', 'CS 106B', 'CS 107']"
Mary Lewis,marylewis@stanford.edu,2020,female,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 319', 'CS 390W', 'CS 106B', 'CS 107']"
Carolyn Stagnaro,carolynstagnaro@stanford.edu,2020,female,Asian,Management Science and Engineering,"['MS&E 208B', 'MS&E 270', 'MS&E 272', 'MS&E 332', 'MS&E 347', 'MS&E 384', 'MS&E 448', 'MS&E 92Q']"
Tonya Carlson,tonyacarlson@stanford.edu,2018,female,Asian,Aeronautics and Astronautics,"['AA 109Q', 'AA 116Q', 'AA 214C', 'AA 236A', 'AA 248E', 'AA 272C', 'AA 273', 'AA 801']"
Michaela Allums,michaelaallums@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Civil and Environmental Engineering,"['CEE 107S', 'CEE 174B', 'CEE 198', 'CEE 222A', 'CEE 226', 'CEE 259', 'CEE 269A', 'CEE 377']"
Machelle Kennedy,machellekennedy@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 191', 'CS 294H', 'CS 377U', 'CS 106B', 'CS 107']"
Marlene Johnson,marlenejohnson@stanford.edu,2018,female,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 140E', 'CS 161', 'CS 402', 'CS 448I', 'CS 106B']"
Melvin Berryhill,melvinberryhill@stanford.edu,2020,male,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 344', 'CS 390C', 'CS 468', 'CS 106B', 'CS 107']"
Carl Wiggins,carlwiggins@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Mechanical Engineering,"['ME 120', 'ME 221', 'ME 299A', 'ME 331A', 'ME 332', 'ME 346A', 'ME 370B', 'ME 379']"
Michael Farnsworth,michaelfarnsworth@stanford.edu,2019,male,American Indian or Alaskan Native,Bioengineering,"['BIOE 103', 'BIOE 103B', 'BIOE 224', 'BIOE 261', 'BIOE 300A', 'BIOE 335', 'BIOE 361', 'BIOE 44']"
Deborah Zambrano,deborahzambrano@stanford.edu,2020,female,American Indian or Alaskan Native,Mechanical Engineering,"['ME 13AX', 'ME 221', 'ME 245', 'ME 316A', 'ME 331B', 'ME 338B', 'ME 375B', 'ME 406']"
Kenneth Wibbens,kennethwibbens@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Mechanical Engineering,"['ME 103', 'ME 139', 'ME 17', 'ME 216B', 'ME 260', 'ME 268', 'ME 342A', 'ME 368B']"
Christopher Carolina,christophercarolina@stanford.edu,2020,male,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 243', 'CS 349D', 'CS 106B', 'CS 107']"
Kathleen Gonzalas,kathleengonzalas@stanford.edu,2020,female,American Indian or Alaskan Native,Management Science and Engineering,"['MS&E 208D', 'MS&E 240', 'MS&E 245B', 'MS&E 250B', 'MS&E 265', 'MS&E 381', 'MS&E 441', 'MS&E 447']"
Pamela Silmon,pamelasilmon@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Materials Science and Engineering,"['MATSCI 195', 'MATSCI 200', 'MATSCI 256', 'MATSCI 316', 'MATSCI 323', 'MATSCI 331', 'MATSCI 343', 'MATSCI 81N']"
Donald Greene,donaldgreene@stanford.edu,2019,male,Asian,Mechanical Engineering,"['ME 177', 'ME 221', 'ME 324', 'ME 345', 'ME 354', 'ME 368B', 'ME 451B', 'ME 66SI']"
Marilyn Marshall,marilynmarshall@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 371', 'CS 448', 'CS 106B', 'CS 107']"
Jessica Mullenax,jessicamullenax@stanford.edu,2020,female,American Indian or Alaskan Native,Electrical Engineering,"['EE 191W', 'EE 256', 'EE 292E', 'EE 332', 'EE 369C', 'EE 387', 'EE 390', 'EE 60N']"
Denise Marsh,denisemarsh@stanford.edu,2019,female,Asian,Aeronautics and Astronautics,"['AA 118N', 'AA 120Q', 'AA 241A', 'AA 244B', 'AA 252', 'AA 256', 'AA 272D', 'AA 284B']"
James Wilbanks,jameswilbanks@stanford.edu,2018,male,Other,Chemical Engineering,"['CHEMENG 12SC', 'CHEMENG 185B', 'CHEMENG 31N', 'CHEMENG 399', 'CHEMENG 442', 'CHEMENG 503', 'CHEMENG 801', 'CHEMENG 90Q']"
Tiffany Carpenter,tiffanycarpenter@stanford.edu,2018,female,Asian,Chemical Engineering,"['CHEMENG 120A', 'CHEMENG 183', 'CHEMENG 190H', 'CHEMENG 20', 'CHEMENG 274', 'CHEMENG 503', 'CHEMENG 510', 'CHEMENG 515']"
Alan Medina,alanmedina@stanford.edu,2021,male,American Indian or Alaskan Native,Bioengineering,"['BIOE 10N', 'BIOE 217', 'BIOE 229', 'BIOE 236', 'BIOE 248', 'BIOE 284B', 'BIOE 391', 'BIOE 500']"
Virginia Starnes,virginiastarnes@stanford.edu,2020,female,Black or African American,Management Science and Engineering,"['MS&E 111X', 'MS&E 148', 'MS&E 183', 'MS&E 301', 'MS&E 336', 'MS&E 372', 'MS&E 384', 'MS&E 388']"
James Grant,jamesgrant@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Chemical Engineering,"['CHEMENG 120A', 'CHEMENG 185A', 'CHEMENG 454', 'CHEMENG 517', 'CHEMENG 521', 'CHEMENG 523', 'CHEMENG 70Q', 'CHEMENG 802']"
William Morgan,williammorgan@stanford.edu,2018,male,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 257', 'CS 268', 'CS 9', 'CS 106B']"
Stephen Englehart,stephenenglehart@stanford.edu,2018,male,American Indian or Alaskan Native,Management Science and Engineering,"['MS&E 112', 'MS&E 193', 'MS&E 213', 'MS&E 245B', 'MS&E 250B', 'MS&E 263', 'MS&E 317', 'MS&E 403']"
John Hillis,johnhillis@stanford.edu,2019,male,Other,Computer Science,"['CS 102', 'CS 103', 'CS 106A', 'CS 232', 'CS 499', 'CS 9', 'CS 106B', 'CS 107']"
Mark Meador,markmeador@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 213', 'CS 230', 'CS 267', 'CS 96SI', 'CS 106B']"
Heather Sierra,heathersierra@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 240', 'CS 358', 'CS 50', 'CS 106B', 'CS 107']"
Marguerite Mason,margueritemason@stanford.edu,2021,female,Asian,Chemical Engineering,"['CHEMENG 142', 'CHEMENG 191H', 'CHEMENG 274', 'CHEMENG 281', 'CHEMENG 456', 'CHEMENG 484', 'CHEMENG 523', 'CHEMENG 60Q']"
Bettina Ferreira,bettinaferreira@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Bioengineering,"['BIOE 10N', 'BIOE 212', 'BIOE 224', 'BIOE 301C', 'BIOE 311', 'BIOE 334', 'BIOE 377', 'BIOE 392']"
Julian Wilson,julianwilson@stanford.edu,2018,male,Asian,Chemical Engineering,"['CHEMENG 130', 'CHEMENG 162', 'CHEMENG 469', 'CHEMENG 482', 'CHEMENG 513', 'CHEMENG 517', 'CHEMENG 600', 'CHEMENG 801']"
Paula Ferkovich,paulaferkovich@stanford.edu,2021,female,White,Computer Science,"['CS 103', 'CS 106A', 'CS 106B', 'CS 109', 'CS 140E', 'CS 203', 'CS 210B', 'CS 107']"
Cory Mckenzie,corymckenzie@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 101', 'CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 193A', 'CS 106B', 'CS 107']"
August Rodriguez,augustrodriguez@stanford.edu,2018,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 22A', 'CS 247', 'CS 267', 'CS 106B', 'CS 107']"
Marilyn Ayala,marilynayala@stanford.edu,2018,female,White,Mechanical Engineering,"['ME 12SC', 'ME 170B', 'ME 216C', 'ME 25N', 'ME 300C', 'ME 351A', 'ME 379', 'ME 400']"
Ashley Narro,ashleynarro@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Bioengineering,"['BIOE 201C', 'BIOE 215', 'BIOE 227', 'BIOE 244', 'BIOE 279', 'BIOE 370', 'BIOE 42', 'BIOE 450']"
Zulma Kirschner,zulmakirschner@stanford.edu,2018,female,Black or African American,Mechanical Engineering,"['ME 201', 'ME 202', 'ME 218C', 'ME 316B', 'ME 335C', 'ME 344', 'ME 356', 'ME 406']"
Ira Rakes,irarakes@stanford.edu,2018,male,Other,Bioengineering,"['BIOE 122', 'BIOE 221G', 'BIOE 300A', 'BIOE 337', 'BIOE 374B', 'BIOE 390', 'BIOE 393', 'BIOE 459']"
William Gore,williamgore@stanford.edu,2021,male,White,Bioengineering,"['BIOE 201C', 'BIOE 212', 'BIOE 217', 'BIOE 300B', 'BIOE 311', 'BIOE 326B', 'BIOE 390', 'BIOE 485']"
Elaine Simple,elainesimple@stanford.edu,2020,female,Asian,Chemical Engineering,"['CHEMENG 140', 'CHEMENG 185A', 'CHEMENG 20', 'CHEMENG 35N', 'CHEMENG 451', 'CHEMENG 462', 'CHEMENG 507', 'CHEMENG 518']"
Joshua Craig,joshuacraig@stanford.edu,2020,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 241', 'CS 264', 'CS 279', 'CS 106B']"
Anna Dunn,annadunn@stanford.edu,2021,female,White,Materials Science and Engineering,"['MATSCI 175', 'MATSCI 201', 'MATSCI 204', 'MATSCI 241', 'MATSCI 299', 'MATSCI 326', 'MATSCI 358', 'MATSCI 359']"
Lakisha Smith,lakishasmith@stanford.edu,2021,female,Black or African American,Civil and Environmental Engineering,"['CEE 1', 'CEE 172A', 'CEE 175S', 'CEE 196', 'CEE 205A', 'CEE 220B', 'CEE 272R', 'CEE 370D']"
