Name,Email,Year,Gender,Ethnicity,Major,Courses
Anne Boyer,anneboyer@stanford.edu,2020,female,Black or African American,Chemical Engineering,"['CHEMENG120A', 'CHEMENG12SC', 'CHEMENG150', 'CHEMENG242', 'CHEMENG25B', 'CHEMENG281', 'CHEMENG345', 'CHEMENG482']"
Elizabeth Perry,elizabethperry@stanford.edu,2019,female,American Indian or Alaskan Native,Mechanical Engineering,"['ME190', 'ME218C', 'ME263', 'ME316A', 'ME342', 'ME351A', 'ME378', 'ME495B']"
Thomas Swan,thomasswan@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS155', 'CS223A', 'CS329', 'CS349D', 'CS377D']"
Patty Madrigal,pattymadrigal@stanford.edu,2021,female,Other,Electrical Engineering,"['EE15N', 'EE236A', 'EE256', 'EE292I', 'EE292L', 'EE300', 'EE331', 'EE386']"
Steven Hatter,stevenhatter@stanford.edu,2021,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS204', 'CS224U', 'CS251']"
Lynn Thomason,lynnthomason@stanford.edu,2018,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS161', 'CS192', 'CS239', 'CS268']"
Tiffany Webb,tiffanywebb@stanford.edu,2018,female,American Indian or Alaskan Native,Bioengineering,"['BIOE103', 'BIOE115', 'BIOE131', 'BIOE210', 'BIOE215', 'BIOE256', 'BIOE393', 'BIOE70Q']"
Nicholas Green,nicholasgreen@stanford.edu,2018,male,Asian,Materials Science and Engineering,"['MATSCI196', 'MATSCI210', 'MATSCI241', 'MATSCI321', 'MATSCI347', 'MATSCI353', 'MATSCI802', 'MATSCI83N']"
Brandon Ramirez,brandonramirez@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Electrical Engineering,"['EE204S', 'EE251', 'EE290A', 'EE292E', 'EE308', 'EE369B', 'EE384A', 'EE65']"
John Brewer,johnbrewer@stanford.edu,2019,male,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS273B', 'CS499P', 'CS802']"
Nathan Melgarejo,nathanmelgarejo@stanford.edu,2018,male,Black or African American,Bioengineering,"['BIOE191', 'BIOE220', 'BIOE227', 'BIOE260', 'BIOE273', 'BIOE279', 'BIOE370', 'BIOE381']"
Ernest Lewis,ernestlewis@stanford.edu,2021,male,White,Mechanical Engineering,"['ME131A', 'ME191H', 'ME262', 'ME299A', 'ME351B', 'ME352B', 'ME410B', 'ME414']"
Mary Molloy,marymolloy@stanford.edu,2019,female,White,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS161', 'CS245', 'CS358', 'CS390P']"
William Cascio,williamcascio@stanford.edu,2020,male,Other,Civil and Environmental Engineering,"['CEE132Q', 'CEE162A', 'CEE175A', 'CEE235', 'CEE278C', 'CEE32H', 'CEE362A', 'CEE374S']"
Marian Lauria,marianlauria@stanford.edu,2018,female,Black or African American,Bioengineering,"['BIOE10N', 'BIOE140', 'BIOE141B', 'BIOE214', 'BIOE244', 'BIOE32Q', 'BIOE36Q', 'BIOE372']"
Christopher Miske,christophermiske@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Management Science and Engineering,"['MS&E178', 'MS&E190', 'MS&E273', 'MS&E297', 'MS&E336', 'MS&E447', 'MS&E472', 'MS&E52']"
Carol Gray,carolgray@stanford.edu,2020,female,White,Aeronautics and Astronautics,"['AA201A', 'AA218', 'AA236C', 'AA242B', 'AA279A', 'AA279C', 'AA290', 'AA297']"
Scott Meader,scottmeader@stanford.edu,2019,male,Other,Management Science and Engineering,"['MS&E193', 'MS&E208A', 'MS&E208C', 'MS&E211X', 'MS&E260', 'MS&E275', 'MS&E381', 'MS&E383']"
Gerald Liddell,geraldliddell@stanford.edu,2021,male,Asian,Chemical Engineering,"['CHEMENG140', 'CHEMENG181', 'CHEMENG310', 'CHEMENG505', 'CHEMENG515', 'CHEMENG521', 'CHEMENG80Q', 'CHEMENG90Q']"
Edith Boyd,edithboyd@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Management Science and Engineering,"['MS&E185', 'MS&E208E', 'MS&E252', 'MS&E262', 'MS&E365', 'MS&E454', 'MS&E475B', 'MS&E802']"
Anthony Crumpton,anthonycrumpton@stanford.edu,2018,male,Other,Chemical Engineering,"['CHEMENG162', 'CHEMENG174', 'CHEMENG185B', 'CHEMENG274', 'CHEMENG442', 'CHEMENG456', 'CHEMENG466', 'CHEMENG515']"
Leticia Arthurs,leticiaarthurs@stanford.edu,2018,female,Other,Civil and Environmental Engineering,"['CEE101B', 'CEE220B', 'CEE235', 'CEE241C', 'CEE255', 'CEE277S', 'CEE282', 'CEE385']"
Eloise Mcclure,eloisemcclure@stanford.edu,2019,female,White,Civil and Environmental Engineering,"['CEE161C', 'CEE223', 'CEE242R', 'CEE249', 'CEE272T', 'CEE32V', 'CEE32W', 'CEE6']"
Donna Allen,donnaallen@stanford.edu,2019,female,Black or African American,Electrical Engineering,"['EE14N', 'EE155', 'EE223', 'EE234', 'EE290E', 'EE292I', 'EE347', 'EE469B']"
Bessie Wille,bessiewille@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Electrical Engineering,"['EE222', 'EE236A', 'EE251', 'EE284', 'EE290B', 'EE29N', 'EE368', 'EE382C']"
Carmella White,carmellawhite@stanford.edu,2021,female,Asian,Electrical Engineering,"['EE101B', 'EE108', 'EE109', 'EE285', 'EE300', 'EE384C', 'EE46', 'EE60N']"
Joseph Jones,josephjones@stanford.edu,2020,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS161', 'CS194', 'CS239', 'CS246']"
Velma Guenther,velmaguenther@stanford.edu,2019,female,American Indian or Alaskan Native,Electrical Engineering,"['EE228', 'EE254', 'EE267', 'EE293B', 'EE323', 'EE346', 'EE386', 'EE400']"
Melvin Shirley,melvinshirley@stanford.edu,2019,male,White,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS196', 'CS244', 'CS254', 'CS298', 'CS52']"
Lois Hollis,loishollis@stanford.edu,2019,female,Other,Materials Science and Engineering,"['MATSCI152', 'MATSCI165', 'MATSCI192', 'MATSCI193', 'MATSCI205', 'MATSCI300', 'MATSCI323', 'MATSCI326']"
Wanda Lenderman,wandalenderman@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Materials Science and Engineering,"['MATSCI142', 'MATSCI143', 'MATSCI190', 'MATSCI203', 'MATSCI210', 'MATSCI230', 'MATSCI300', 'MATSCI302']"
Brandy Maloney,brandymaloney@stanford.edu,2020,female,Other,Materials Science and Engineering,"['MATSCI150', 'MATSCI171', 'MATSCI173', 'MATSCI194', 'MATSCI321', 'MATSCI322', 'MATSCI801', 'MATSCI83N']"
Agustina Kelly,agustinakelly@stanford.edu,2021,female,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS204', 'CS298', 'CS390B']"
Lorinda Ramirez,lorindaramirez@stanford.edu,2019,female,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS161', 'CS170', 'CS255', 'CS369H', 'CS402']"
George Broderick,georgebroderick@stanford.edu,2018,male,Black or African American,Management Science and Engineering,"['MS&E130', 'MS&E235', 'MS&E310', 'MS&E318', 'MS&E322', 'MS&E374', 'MS&E389', 'MS&E454']"
Lynda Bakken,lyndabakken@stanford.edu,2019,female,White,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS193X', 'CS198', 'CS199P', 'CS225B']"
Helen Davis,helendavis@stanford.edu,2018,female,American Indian or Alaskan Native,Management Science and Engineering,"['MS&E152', 'MS&E208E', 'MS&E212', 'MS&E238A', 'MS&E301', 'MS&E332', 'MS&E403', 'MS&E446A']"
Christopher Reed,christopherreed@stanford.edu,2019,male,White,Chemical Engineering,"['CHEMENG150', 'CHEMENG174', 'CHEMENG31N', 'CHEMENG320', 'CHEMENG345', 'CHEMENG432', 'CHEMENG482', 'CHEMENG518']"
Maria Moore,mariamoore@stanford.edu,2020,female,Black or African American,Chemical Engineering,"['CHEMENG162', 'CHEMENG180', 'CHEMENG196', 'CHEMENG25E', 'CHEMENG300', 'CHEMENG310', 'CHEMENG523', 'CHEMENG699']"
John Gonzalez,johngonzalez@stanford.edu,2021,male,White,Computer Science,"['CS102', 'CS103', 'CS106A', 'CS106B', 'CS107', 'CS146', 'CS161', 'CS22A']"
Alfred Collins,alfredcollins@stanford.edu,2020,male,American Indian or Alaskan Native,Chemical Engineering,"['CHEMENG162', 'CHEMENG180', 'CHEMENG399', 'CHEMENG450', 'CHEMENG515', 'CHEMENG600', 'CHEMENG60Q', 'CHEMENG70Q']"
Nathalie Starling,nathaliestarling@stanford.edu,2020,female,Asian,Mechanical Engineering,"['ME185', 'ME19', 'ME203', 'ME218C', 'ME261', 'ME303', 'ME351B', 'ME470']"
Rebecca Reynolds,rebeccareynolds@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Management Science and Engineering,"['MS&E193', 'MS&E245B', 'MS&E260', 'MS&E270', 'MS&E311', 'MS&E351', 'MS&E372', 'MS&E376']"
Michael Peterson,michaelpeterson@stanford.edu,2018,male,Black or African American,Electrical Engineering,"['EE118', 'EE134', 'EE168', 'EE228', 'EE314A', 'EE336', 'EE349', 'EE380']"
Robert Wynn,robertwynn@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Aeronautics and Astronautics,"['AA201A', 'AA201B', 'AA206', 'AA212', 'AA218', 'AA229', 'AA241B', 'AA294']"
Harold Mcgee,haroldmcgee@stanford.edu,2019,male,American Indian or Alaskan Native,Materials Science and Engineering,"['MATSCI144', 'MATSCI151', 'MATSCI205', 'MATSCI210', 'MATSCI326', 'MATSCI347', 'MATSCI381', 'MATSCI400']"
Gabriel Brown,gabrielbrown@stanford.edu,2020,male,White,Chemical Engineering,"['CHEMENG183', 'CHEMENG196', 'CHEMENG35N', 'CHEMENG513', 'CHEMENG515', 'CHEMENG522', 'CHEMENG600', 'CHEMENG80Q']"
Matthew Yokley,matthewyokley@stanford.edu,2020,male,White,Aeronautics and Astronautics,"['AA119N', 'AA201B', 'AA242A', 'AA250', 'AA252', 'AA279B', 'AA297', 'AA47SI']"
David Noll,davidnoll@stanford.edu,2018,male,Other,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS183E', 'CS194', 'CS244', 'CS264', 'CS334A']"
Margaret Smith,margaretsmith@stanford.edu,2019,female,White,Electrical Engineering,"['EE102B', 'EE168', 'EE191W', 'EE256', 'EE290C', 'EE329', 'EE378A', 'EE387']"
Stephen Brewer,stephenbrewer@stanford.edu,2019,male,White,Bioengineering,"['BIOE103B', 'BIOE123', 'BIOE191', 'BIOE196', 'BIOE219', 'BIOE279', 'BIOE282', 'BIOE375B']"
Albert Johnson,albertjohnson@stanford.edu,2018,male,White,Mechanical Engineering,"['ME16N', 'ME216C', 'ME222', 'ME224', 'ME23Q', 'ME318', 'ME332', 'ME381']"
Juanita Sanders,juanitasanders@stanford.edu,2021,female,White,Aeronautics and Astronautics,"['AA122N', 'AA208', 'AA210A', 'AA218', 'AA222', 'AA228', 'AA256', 'AA300']"
Bernice Barnes,bernicebarnes@stanford.edu,2020,female,Asian,Civil and Environmental Engineering,"['CEE179A', 'CEE196', 'CEE220S', 'CEE229S', 'CEE249', 'CEE266D', 'CEE277S', 'CEE374V']"
Wayne Fehlinger,waynefehlinger@stanford.edu,2018,male,White,Materials Science and Engineering,"['MATSCI144', 'MATSCI160', 'MATSCI162', 'MATSCI190', 'MATSCI193', 'MATSCI210', 'MATSCI343', 'MATSCI83N']"
Michael Peters,michaelpeters@stanford.edu,2018,male,Black or African American,Civil and Environmental Engineering,"['CEE126', 'CEE126X', 'CEE246B', 'CEE275C', 'CEE278C', 'CEE285B', 'CEE288', 'CEE707']"
Justin Rodriguez,justinrodriguez@stanford.edu,2021,male,Other,Electrical Engineering,"['EE168', 'EE251', 'EE278', 'EE292E', 'EE329', 'EE356A', 'EE379', 'EE391']"
Carrie Haynes,carriehaynes@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Materials Science and Engineering,"['MATSCI201', 'MATSCI241', 'MATSCI251', 'MATSCI300', 'MATSCI346', 'MATSCI353', 'MATSCI400', 'MATSCI81N']"
Mary Lambertson,marylambertson@stanford.edu,2018,female,Asian,Electrical Engineering,"['EE195', 'EE21N', 'EE261', 'EE290C', 'EE312', 'EE382C', 'EE384A', 'EE42']"
Judith Diaz,judithdiaz@stanford.edu,2018,female,White,Materials Science and Engineering,"['MATSCI160', 'MATSCI172', 'MATSCI198', 'MATSCI316', 'MATSCI343', 'MATSCI346', 'MATSCI83N', 'MATSCI84N']"
April Brooks,aprilbrooks@stanford.edu,2020,female,Black or African American,Management Science and Engineering,"['MS&E140', 'MS&E180', 'MS&E190', 'MS&E256', 'MS&E284', 'MS&E325', 'MS&E351', 'MS&E389']"
Mario Stoops,mariostoops@stanford.edu,2020,male,White,Electrical Engineering,"['EE104', 'EE15N', 'EE214A', 'EE320', 'EE346', 'EE368', 'EE369C', 'EE388']"
James Mcelwee,jamesmcelwee@stanford.edu,2018,male,Asian,Mechanical Engineering,"['ME199A', 'ME206B', 'ME207', 'ME316A', 'ME316B', 'ME357', 'ME410B', 'ME491']"
Arnold Thompson,arnoldthompson@stanford.edu,2020,male,White,Mechanical Engineering,"['ME11SC', 'ME191', 'ME230', 'ME328', 'ME370A', 'ME399', 'ME455', 'ME469B']"
Karen Lawerence,karenlawerence@stanford.edu,2019,female,White,Chemical Engineering,"['CHEMENG180', 'CHEMENG181', 'CHEMENG183', 'CHEMENG454', 'CHEMENG456', 'CHEMENG510', 'CHEMENG515', 'CHEMENG802']"
Alberta Ford,albertaford@stanford.edu,2021,female,American Indian or Alaskan Native,Management Science and Engineering,"['MS&E140', 'MS&E211', 'MS&E213', 'MS&E256', 'MS&E310', 'MS&E311', 'MS&E321', 'MS&E441']"
Patrick Hartmann,patrickhartmann@stanford.edu,2019,male,Other,Management Science and Engineering,"['MS&E175', 'MS&E190', 'MS&E276', 'MS&E295', 'MS&E314', 'MS&E318', 'MS&E332', 'MS&E389']"
John Rodman,johnrodman@stanford.edu,2018,male,American Indian or Alaskan Native,Civil and Environmental Engineering,"['CEE112D', 'CEE183', 'CEE195', 'CEE207R', 'CEE242P', 'CEE263A', 'CEE285B', 'CEE707']"
Jeff Kader,jeffkader@stanford.edu,2019,male,Asian,Management Science and Engineering,"['MS&E130', 'MS&E20', 'MS&E221', 'MS&E251', 'MS&E277', 'MS&E365', 'MS&E376', 'MS&E450']"
Ronald Pryor,ronaldpryor@stanford.edu,2021,male,Other,Materials Science and Engineering,"['MATSCI100', 'MATSCI160', 'MATSCI206', 'MATSCI251', 'MATSCI343', 'MATSCI399', 'MATSCI83N', 'MATSCI84N']"
Christopher Williams,christopherwilliams@stanford.edu,2019,male,White,Chemical Engineering,"['CHEMENG262', 'CHEMENG296', 'CHEMENG310', 'CHEMENG340', 'CHEMENG410', 'CHEMENG450', 'CHEMENG516', 'CHEMENG522']"
Salvatore Oconnor,salvatoreoconnor@stanford.edu,2019,male,Asian,Bioengineering,"['BIOE158', 'BIOE191', 'BIOE219', 'BIOE224', 'BIOE273', 'BIOE283', 'BIOE326B', 'BIOE361']"
Jeffrey Nelson,jeffreynelson@stanford.edu,2020,male,American Indian or Alaskan Native,Chemical Engineering,"['CHEMENG10', 'CHEMENG100', 'CHEMENG130', 'CHEMENG160', 'CHEMENG459', 'CHEMENG482', 'CHEMENG515', 'CHEMENG70Q']"
Erlinda Barrick,erlindabarrick@stanford.edu,2019,female,Black or African American,Chemical Engineering,"['CHEMENG174', 'CHEMENG185A', 'CHEMENG190', 'CHEMENG25B', 'CHEMENG320', 'CHEMENG340', 'CHEMENG70Q', 'CHEMENG801']"
David Linville,davidlinville@stanford.edu,2021,male,American Indian or Alaskan Native,Aeronautics and Astronautics,"['AA108N', 'AA215A', 'AA251', 'AA252', 'AA279D', 'AA290', 'AA297', 'AA47SI']"
Virginia Agosta,virginiaagosta@stanford.edu,2021,female,White,Materials Science and Engineering,"['MATSCI161', 'MATSCI172', 'MATSCI192', 'MATSCI197', 'MATSCI209', 'MATSCI321', 'MATSCI322', 'MATSCI399']"
Steve Sierra,stevesierra@stanford.edu,2019,male,White,Aeronautics and Astronautics,"['AA118N', 'AA122N', 'AA229', 'AA256', 'AA257', 'AA277', 'AA284C', 'AA297']"
Nathan Brown,nathanbrown@stanford.edu,2019,male,American Indian or Alaskan Native,Aeronautics and Astronautics,"['AA118N', 'AA201B', 'AA236B', 'AA241X', 'AA283', 'AA284A', 'AA290', 'AA291']"
Edith Cacioppo,edithcacioppo@stanford.edu,2021,female,Black or African American,Civil and Environmental Engineering,"['CEE141C', 'CEE166D', 'CEE176B', 'CEE207S', 'CEE263S', 'CEE272R', 'CEE32D', 'CEE374U']"
Brent Pfeiffer,brentpfeiffer@stanford.edu,2018,male,Other,Materials Science and Engineering,"['MATSCI143', 'MATSCI161', 'MATSCI326', 'MATSCI331', 'MATSCI347', 'MATSCI353', 'MATSCI358', 'MATSCI83N']"
Antonio Perkins,antonioperkins@stanford.edu,2021,male,Other,Computer Science,"['CS103', 'CS106A', 'CS106AP', 'CS106B', 'CS109', 'CS204', 'CS327A', 'CS424M']"
Sidney Kincaid,sidneykincaid@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Mechanical Engineering,"['ME245', 'ME257', 'ME263', 'ME360', 'ME362A', 'ME376A', 'ME412', 'ME471']"
Maria Laplante,marialaplante@stanford.edu,2019,female,White,Bioengineering,"['BIOE131', 'BIOE217', 'BIOE301C', 'BIOE334', 'BIOE370', 'BIOE374B', 'BIOE377', 'BIOE80']"
Rhonda Gordo,rhondagordo@stanford.edu,2020,female,White,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS161', 'CS193X', 'CS358', 'CS377D']"
Regenia Spencer,regeniaspencer@stanford.edu,2021,female,Asian,Chemical Engineering,"['CHEMENG240', 'CHEMENG25B', 'CHEMENG310', 'CHEMENG31N', 'CHEMENG420', 'CHEMENG444', 'CHEMENG470', 'CHEMENG90Q']"
Joyce Williams,joycewilliams@stanford.edu,2018,female,American Indian or Alaskan Native,Bioengineering,"['BIOE103B', 'BIOE123', 'BIOE196', 'BIOE201C', 'BIOE231', 'BIOE300A', 'BIOE376', 'BIOE386']"
Charles Morris,charlesmorris@stanford.edu,2019,male,American Indian or Alaskan Native,Civil and Environmental Engineering,"['CEE133F', 'CEE162F', 'CEE176A', 'CEE200B', 'CEE244A', 'CEE261B', 'CEE370B', 'CEE83']"
Corrin Friedman,corrinfriedman@stanford.edu,2018,female,American Indian or Alaskan Native,Civil and Environmental Engineering,"['CEE10A', 'CEE205B', 'CEE248', 'CEE273F', 'CEE275K', 'CEE285A', 'CEE374B', 'CEE50N']"
Robert Houghton,roberthoughton@stanford.edu,2020,male,Other,Civil and Environmental Engineering,"['CEE228', 'CEE241A', 'CEE248', 'CEE256', 'CEE258', 'CEE271F', 'CEE276C', 'CEE31']"
Ashley Souter,ashleysouter@stanford.edu,2018,female,American Indian or Alaskan Native,Aeronautics and Astronautics,"['AA100', 'AA200', 'AA214A', 'AA240A', 'AA250', 'AA272D', 'AA284B', 'AA802']"
Alvin Anderson,alvinanderson@stanford.edu,2020,male,White,Aeronautics and Astronautics,"['AA241A', 'AA242B', 'AA244A', 'AA244B', 'AA248E', 'AA257', 'AA290', 'AA802']"
Amy Maples,amymaples@stanford.edu,2018,female,American Indian or Alaskan Native,Bioengineering,"['BIOE131', 'BIOE221', 'BIOE227', 'BIOE261', 'BIOE273', 'BIOE281', 'BIOE282', 'BIOE376']"
Ronald Kleman,ronaldkleman@stanford.edu,2018,male,Asian,Chemical Engineering,"['CHEMENG142', 'CHEMENG160', 'CHEMENG25E', 'CHEMENG442', 'CHEMENG484', 'CHEMENG503', 'CHEMENG523', 'CHEMENG801']"
Edward Pichette,edwardpichette@stanford.edu,2018,male,American Indian or Alaskan Native,Bioengineering,"['BIOE103', 'BIOE123', 'BIOE213', 'BIOE219', 'BIOE242', 'BIOE279', 'BIOE355', 'BIOE375A']"
Myrna Keith,myrnakeith@stanford.edu,2021,female,White,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS241', 'CS246', 'CS255', 'CS402']"
Mamie Colley,mamiecolley@stanford.edu,2019,female,Black or African American,Civil and Environmental Engineering,"['CEE171F', 'CEE172A', 'CEE207A', 'CEE241B', 'CEE271D', 'CEE273', 'CEE323A', 'CEE363G']"
Robert Eisenberg,roberteisenberg@stanford.edu,2019,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS140', 'CS161', 'CS358', 'CS377C']"
Donna Champagne,donnachampagne@stanford.edu,2020,female,Asian,Materials Science and Engineering,"['MATSCI162', 'MATSCI163', 'MATSCI175', 'MATSCI190', 'MATSCI197', 'MATSCI205', 'MATSCI256', 'MATSCI353']"
Maria Buff,mariabuff@stanford.edu,2021,female,Black or African American,Electrical Engineering,"['EE102A', 'EE142', 'EE218', 'EE23N', 'EE263', 'EE314A', 'EE315', 'EE328']"
Elmo Carney,elmocarney@stanford.edu,2018,male,Other,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS110', 'CS170', 'CS191', 'CS369', 'CS82']"
Christina Rector,christinarector@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Civil and Environmental Engineering,"['CEE112D', 'CEE182', 'CEE202', 'CEE224Z', 'CEE251', 'CEE271A', 'CEE370B', 'CEE70Q']"
Vito Owens,vitoowens@stanford.edu,2020,male,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS108', 'CS110', 'CS246', 'CS359C', 'CS52']"
Jeanette Pinedo,jeanettepinedo@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Civil and Environmental Engineering,"['CEE171', 'CEE206', 'CEE262G', 'CEE280', 'CEE287', 'CEE289', 'CEE295', 'CEE363B']"
Jennifer Roth,jenniferroth@stanford.edu,2019,female,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS157', 'CS181', 'CS255', 'CS300']"
Michele Hill,michelehill@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Materials Science and Engineering,"['MATSCI165', 'MATSCI200', 'MATSCI201', 'MATSCI202', 'MATSCI302', 'MATSCI312', 'MATSCI382', 'MATSCI84N']"
Richard Reece,richardreece@stanford.edu,2021,male,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS140E', 'CS228', 'CS300', 'CS522']"
Deirdre Terry,deirdreterry@stanford.edu,2018,female,Black or African American,Mechanical Engineering,"['ME110B', 'ME140', 'ME200', 'ME224', 'ME374', 'ME375C', 'ME381', 'ME387']"
Annabelle Johnson,annabellejohnson@stanford.edu,2020,female,Other,Aeronautics and Astronautics,"['AA203', 'AA210B', 'AA214A', 'AA222', 'AA244A', 'AA248E', 'AA300', 'AA47SI']"
Frederic Salinas,fredericsalinas@stanford.edu,2020,male,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS224U', 'CS274', 'CS323', 'CS379C', 'CS448B']"
Neil Dixon,neildixon@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Bioengineering,"['BIOE215', 'BIOE231', 'BIOE301B', 'BIOE355', 'BIOE36Q', 'BIOE372', 'BIOE392', 'BIOE393']"
Betty Ward,bettyward@stanford.edu,2019,female,American Indian or Alaskan Native,Bioengineering,"['BIOE101', 'BIOE217', 'BIOE221G', 'BIOE242', 'BIOE282', 'BIOE331', 'BIOE335', 'BIOE337']"
Ambrose Marlin,ambrosemarlin@stanford.edu,2019,male,American Indian or Alaskan Native,Aeronautics and Astronautics,"['AA201A', 'AA203', 'AA214A', 'AA222', 'AA229', 'AA252', 'AA256', 'AA279C']"
Kathleen Peterson,kathleenpeterson@stanford.edu,2021,female,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS194W', 'CS264', 'CS348B', 'CS390P']"
